Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph)
2024-10-17,1.5,22.8,33.7,48.2,93.6,0.0,9.7
2024-10-18,0.0,23.0,34.7,50.6,93.6,0.8,9.9
2024-10-19,0.0,23.6,36.2,47.0,95.2,0.0,9.8
2024-10-20,0.0,22.9,37.2,45.8,90.5,0.0,5.9
2024-10-21,0.0,22.8,34.5,44.0,91.4,0.0,10.4
2024-10-22,0.0,23.6,35.3,42.8,91.9,0.0,7.8
2024-10-23,3.0,23.0,36.2,41.6,95.2,0.0,5.8
2024-10-24,0.0,21.1,35.5,36.9,85.1,0.0,6.2
2024-10-25,0.0,22.1,33.5,36.5,79.9,0.0,7.4
2024-10-26,0.0,22.5,33.3,32.7,74.8,0.0,13.2
2024-10-27,0.0,22.0,34.9,36.9,80.8,0.0,11.5
2024-10-28,0.0,21.2,36.3,29.8,81.5,0.0,8.7
2024-10-29,0.0,22.3,36.8,35.4,77.9,0.0,4.1
2024-10-30,0.0,23.4,35.8,38.6,80.8,0.0,7.2
2024-10-31,0.0,23.5,35.4,41.4,90.5,0.0,8.2
2024-11-01,0.0,23.7,35.8,44.0,90.5,0.0,7.2
2024-11-02,0.0,22.6,34.6,41.1,93.2,0.0,8.2
2024-11-03,0.0,23.0,35.6,43.7,87.4,0.0,11.3
2024-11-04,0.0,21.7,35.2,41.6,85.6,0.0,10.2
2024-11-05,0.0,21.0,34.7,38.1,88.9,0.0,9.6
2024-11-06,0.0,20.2,35.6,32.8,82.1,0.0,11.2
2024-11-07,0.0,20.1,36.2,30.5,76.4,0.0,8.2
2024-11-08,0.0,20.1,35.1,24.8,73.5,0.0,6.8
2024-11-09,0.0,20.9,35.3,35.1,79.9,0.0,6.8
2024-11-10,0.0,20.6,33.9,35.4,74.1,0.0,7.8
2024-11-11,0.0,21.2,34.6,33.7,68.3,0.0,8.2
2024-11-12,0.0,22.0,34.3,30.2,70.1,0.3,7.9
2024-11-13,0.0,23.7,34.3,39.9,76.3,0.0,7.4
2024-11-14,0.0,23.9,35.3,41.3,89.2,0.0,10.8
2024-11-15,0.1,21.9,34.7,41.6,88.2,0.0,6.5
2024-11-16,0.0,21.7,34.7,39.3,72.9,0.0,7.1
2024-11-17,0.0,19.6,34.6,30.9,63.4,0.0,6.9
2024-11-18,0.0,18.9,33.5,27.5,67.8,0.0,7.3
2024-11-19,0.0,17.5,34.1,30.9,70.6,0.0,4.3
2024-11-20,0.0,16.8,32.4,31.2,71.1,0.0,5.9
2024-11-21,0.0,16.7,32.7,31.3,73.9,0.0,9.8
2024-11-22,0.0,16.6,33.9,30.1,75.8,0.0,5.5
2024-11-23,0.0,17.4,33.1,30.7,77.1,0.0,7.2
2024-11-24,0.0,17.2,33.3,32.3,77.2,0.0,4.6
2024-11-25,0.0,16.4,32.5,31.6,73.4,0.0,5.5
2024-11-26,0.0,16.6,32.2,30.7,68.7,0.0,8.2
2024-11-27,0.0,17.1,34.5,33.0,70.6,0.0,5.4
2024-11-28,0.0,18.2,30.5,33.2,63.0,0.0,8.0
2024-11-29,0.0,18.8,32.0,23.6,61.2,0.1,13.4
2024-11-30,0.0,21.9,33.5,37.5,68.3,0.0,8.1
2024-12-01,0.0,22.6,29.7,55.1,85.9,0.0,6.5
2024-12-02,4.7,21.9,30.8,52.6,100.0,0.0,8.5
2024-12-03,4.2,22.0,28.6,65.5,97.1,0.0,7.8
2024-12-04,0.0,22.3,29.3,62.4,96.3,0.0,7.1
2024-12-05,0.0,22.2,33.0,44.6,95.2,0.0,6.9
2024-12-06,0.0,22.5,33.3,49.0,92.8,0.0,8.0
2024-12-07,0.0,22.6,32.6,49.0,90.0,0.0,5.8
2024-12-08,0.8,22.6,32.9,50.8,96.6,0.0,5.2
2024-12-09,0.0,21.5,31.9,53.5,97.4,0.0,5.4
2024-12-10,0.0,20.8,32.8,51.4,92.9,0.0,5.8
2024-12-11,0.0,18.7,32.1,40.7,86.9,0.0,8.6
2024-12-12,0.0,15.9,32.2,31.3,65.9,0.0,9.8
2024-12-13,0.0,17.3,34.0,30.1,69.7,0.0,8.6
2024-12-14,0.0,17.3,33.3,32.5,69.7,0.0,8.3
2024-12-15,0.0,16.4,33.4,28.8,71.1,0.0,9.5
2024-12-16,0.0,13.8,32.9,28.5,68.7,0.0,6.4
2024-12-17,0.0,14.5,33.8,17.5,80.1,0.0,8.1
2024-12-18,0.0,16.6,35.2,15.2,70.6,0.0,8.4
2024-12-19,0.0,17.4,33.3,26.3,64.0,0.0,7.5
2024-12-20,0.0,22.6,34.6,31.8,87.8,0.0,7.7
2024-12-21,0.0,20.6,33.9,39.5,91.0,0.0,8.8
2024-12-22,0.0,21.0,33.8,38.6,85.7,0.0,6.2
2024-12-23,0.0,19.9,31.8,41.9,89.3,0.0,10.9
2024-12-24,0.0,22.0,33.5,37.5,81.9,0.0,7.9
2024-12-25,0.0,20.1,29.8,49.7,91.1,0.8,10.1
2024-12-26,0.3,20.5,23.9,72.2,100.0,0.0,9.5
2024-12-27,2.9,20.8,26.1,70.4,99.5,0.0,10.9
2024-12-28,0.0,18.6,29.4,51.6,91.7,0.0,9.2
2024-12-29,0.0,19.4,32.2,42.1,93.7,0.1,11.7
2024-12-30,0.0,17.9,35.2,34.8,87.3,0.0,7.4
2024-12-31,0.0,18.8,36.4,26.8,90.6,0.0,2.9
2025-01-01,0.0,19.1,33.9,29.5,88.6,0.0,3.6
2025-01-02,0.0,18.0,33.6,39.5,76.3,0.0,9.5
2025-01-03,0.0,15.3,32.9,18.7,67.3,0.0,10.1
2025-01-04,0.0,14.7,33.8,25.0,68.3,0.0,8.6
2025-01-05,0.0,16.6,33.9,26.1,89.3,0.0,9.6
2025-01-06,0.0,15.9,33.0,22.9,87.8,0.0,1.9
2025-01-07,0.0,16.3,33.4,23.3,88.9,0.0,0.5
2025-01-08,0.0,16.1,32.2,28.5,80.7,0.0,8.8
2025-01-09,0.0,15.8,33.4,29.2,69.6,0.0,5.9
2025-01-10,0.0,17.5,29.6,37.7,78.5,0.0,4.3
2025-01-11,0.0,18.7,29.6,40.3,88.6,0.0,10.1
2025-01-12,0.0,18.4,31.2,40.4,87.8,0.0,8.7
2025-01-13,0.0,18.1,31.6,43.9,92.7,0.0,1.5
2025-01-14,0.0,18.2,31.0,40.1,93.2,0.0,3.5
2025-01-15,0.0,19.1,31.6,44.5,92.2,0.1,5.7
2025-01-16,0.0,19.8,30.7,42.7,92.0,0.0,5.7
2025-01-17,0.0,18.9,31.4,40.7,92.9,0.0,4.8
2025-01-18,0.0,18.9,32.1,38.3,92.9,0.0,8.4
2025-01-19,0.0,16.5,31.1,40.4,89.7,0.0,6.5
2025-01-20,0.0,16.1,35.2,27.5,76.0,0.0,7.3
2025-01-21,0.0,16.0,36.0,18.2,78.9,0.0,4.7
2025-01-22,0.0,16.3,38.3,11.2,69.2,0.0,3.8
2025-01-23,0.0,18.4,34.8,24.6,90.8,0.0,8.5
2025-01-24,0.0,17.9,33.5,35.1,94.2,0.0,6.2
2025-01-25,0.0,16.3,34.2,23.8,94.7,0.0,6.2
2025-01-26,0.0,17.2,34.1,22.4,77.3,0.0,4.0
2025-01-27,0.0,17.2,34.1,27.5,77.1,0.0,8.6
2025-01-28,0.0,18.2,34.5,23.5,75.0,0.0,4.4
2025-01-29,0.0,19.7,34.4,27.4,74.7,0.0,7.8
2025-01-30,0.0,18.7,34.3,30.1,90.4,0.0,5.3
2025-01-31,0.0,17.9,34.0,29.5,82.9,0.0,5.3
